ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,analyzed_at,market,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,eu_insider_bonus,market_regime
G.MI,GENERALI,57.7,⭐ AVERAGE,🟡 Average,50.0,50.0,68.5,70.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 7.2},{},"{'rs_3m': 7.1, 'rs_6m': 11.6}","{'roe_pct': 13.7, 'debt_to_equity': 1.14, 'current_ratio': 2.23, 'operating_margin_pct': 11.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 2.4}",36.02,53940477952,Financial Services,Insurance - Diversified,,,False,36.48,-1.3,6.0,False,36.87,43.4,28.5,18.0,buy,2.4,41.88,16.3,26.9,-25.3,6.4,2.31,4.58,53.2,1.64,6.02,,,,,43.0,2026-05-21,False,False,6.0,NEUTRAL,,,1.61,2026-04-08T11:09:08.075814,FTSEMIB,34.1,6.0,8.0,0.0,0.0,0.3,-3.0,0.0,CONFIRMED_UPTREND
STAN.L,STANDARD CHARTERED PLC ORD USD0,51.8,⭐ AVERAGE,🟡 Average,55.0,30.0,64.0,60.0,60.0,,,,,-8.8,False,0,-18.2,False,0,"{'eps_growth_yoy': -8.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 25.1}","{'revenue_growth_yoy': -18.2, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -1.8, 'rs_6m': 15.8}","{'roe_pct': 9.6, 'operating_margin_pct': 20.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 11.9}",1693.8,37473202176,Financial Services,Banks - Diversified,,,False,1924.0,-12.0,6.0,False,1896.14,2205.06,1501.96,14.0,buy,11.9,,,14.4,-99.1,,,2.87,21.3,0.46,2.14,,,,0.1,22.0,2026-04-30,False,False,5.0,NEUTRAL,,,41.75,2026-04-08T11:01:53.912711,FTSE100,33.7,0.0,5.0,0.0,1.0,1.49,0.0,0.0,CONFIRMED_UPTREND
SAF.PA,SAFRAN,59.1,⭐ AVERAGE,🟡 Average,60.0,50.0,60.5,70.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 23.0},{},"{'rs_3m': 2.5, 'rs_6m': 4.5}","{'roe_pct': 55.6, 'debt_to_equity': 0.34, 'current_ratio': 0.93, 'operating_margin_pct': 13.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 13.7}",313.5,130216271872,Industrials,Aerospace & Defense,,,False,350.8,-10.6,7.0,True,356.59,416.0,257.0,21.0,buy,13.7,,,171.8,-45.2,-1.31,-4.1,1.17,16.9,3.35,1.73,,,,,111.0,2026-07-28,False,False,7.0,NEUTRAL,8.89,166.3,1.05,2026-04-08T11:02:53.439512,CAC40,33.6,-5.0,0.0,0.0,0.0,1.71,0.0,0.0,CONFIRMED_UPTREND
RWE.DE,RWE AG                        I,66.2,⭐⭐ GOOD,🟡 Good,70.0,50.0,85.0,65.0,60.0,,,,,5.1,False,0,-31.7,True,2,"{'eps_growth_yoy': 5.1, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 17.1}","{'revenue_growth_yoy': -31.7, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 25.3, 'rs_6m': 47.0}","{'roe_pct': 9.0, 'debt_to_equity': 0.47, 'current_ratio': 1.5, 'operating_margin_pct': -35.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 3.4}",57.96,41358213120,Utilities,Utilities - Diversified,,,False,59.26,-2.2,7.0,True,59.91,67.0,49.0,19.0,buy,3.4,,,43.0,-25.8,-26.13,-15.14,2.03,25.6,1.2,2.61,True,-2.21,7.0,,35.0,2026-05-13,False,False,6.0,NEUTRAL,7.46,7.7,0.85,2026-04-08T10:58:33.130706,DAX40,33.5,-5.0,5.0,3.0,0.0,0.42,-3.0,0.0,CONFIRMED_UPTREND
RI.PA,PERNOD RICARD,53.2,⭐ AVERAGE,🟡 Average,55.0,50.0,30.0,75.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 14.1},{},"{'rs_3m': -8.0, 'rs_6m': -20.8}","{'roe_pct': 8.6, 'debt_to_equity': 0.82, 'current_ratio': 2.34, 'operating_margin_pct': 30.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 41.8}",64.74,16302603264,Consumer Defensive,Beverages - Wineries & Distilleries,,,False,107.45,-39.7,0.0,False,91.83,122.0,65.0,18.0,buy,41.8,87.92,35.8,56.0,-13.5,9.23,5.98,7.46,84.0,4.7,3.18,,,,-12.6,141.0,2026-08-27,False,False,7.0,NEUTRAL,9.84,27.3,,2026-04-08T11:03:16.346579,CAC40,33.3,8.0,0.0,0.0,-3.0,5.22,3.0,0.0,CONFIRMED_UPTREND
IFX.DE,INFINEON TECHNOLOGIES AG      N,70.7,⭐⭐⭐ EXCELLENT,🟢 Excellent,85.0,50.0,74.5,75.0,65.0,,,,,11.3,True,1,2.0,False,0,"{'eps_growth_yoy': 11.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 6.9}","{'revenue_growth_yoy': 2.0, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 8.8, 'rs_6m': 25.4}","{'roe_pct': 5.7, 'debt_to_equity': 0.42, 'current_ratio': 1.72, 'operating_margin_pct': 10.6}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 18.6}",41.985,54670340096,Technology,Semiconductors,,,False,48.23,-12.9,7.0,True,49.81,63.5,40.0,24.0,strong_buy,18.6,19.88,-52.6,7.7,-81.7,3.06,1.28,0.9,45.5,0.35,0.93,False,,6.6,4.2,28.0,2026-05-06,False,False,4.0,NEUTRAL,2.89,12.7,4.45,2026-04-08T10:58:21.361824,DAX40,33.3,3.0,0.0,0.0,1.0,2.33,1.0,0.0,CONFIRMED_UPTREND
BA.L,BAE SYSTEMS PLC ORD 2.5P,57.4,⭐ AVERAGE,🟡 Average,50.0,50.0,74.5,60.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 7.3},{},"{'rs_3m': 16.0, 'rs_6m': 12.6}","{'roe_pct': 18.1, 'debt_to_equity': 0.77, 'current_ratio': 0.99, 'operating_margin_pct': 10.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 1.6}",2257.5,66191241216,Industrials,Aerospace & Defense,,,False,2360.0,-4.3,7.0,True,2294.72,2600.0,1700.0,18.0,buy,1.6,11.37,-99.5,6.8,-99.7,2.69,0.61,1.59,50.1,0.36,2.8,,,,6.1,113.0,2026-07-30,False,False,8.0,STRONG,4.17,45.2,2.77,2026-04-08T11:01:35.629394,FTSE100,33.0,0.0,5.0,0.0,3.0,0.2,-3.0,0.0,CONFIRMED_UPTREND
ABF.L,ASSOCIATED BRITISH FOODS PLC OR,54.6,⭐ AVERAGE,🟡 Average,50.0,50.0,54.5,75.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 5.3},{},"{'rs_3m': 8.2, 'rs_6m': -7.5}","{'roe_pct': 9.3, 'debt_to_equity': 0.08, 'current_ratio': 1.54, 'operating_margin_pct': 8.3}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 2.0}",1920.0,13504079872,Consumer Defensive,Packaged Foods,,,False,2359.0,-18.6,2.0,False,1959.17,2250.0,1650.0,18.0,hold,2.0,14.18,-99.3,14.1,-99.3,5.02,0.96,3.33,44.5,0.63,1.63,,,,-2.5,13.0,2026-04-21,False,True,5.0,NEUTRAL,13.09,15.3,,2026-04-08T11:01:01.154768,FTSE100,32.8,6.0,8.0,0.0,0.0,0.25,-3.0,0.0,CONFIRMED_UPTREND
TEP.PA,TELEPERFORMANCE,54.2,⭐ AVERAGE,🟡 Average,50.0,50.0,50.0,65.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 4.9},{},"{'rs_3m': -14.6, 'rs_6m': -18.9}","{'roe_pct': 11.5, 'debt_to_equity': 1.21, 'current_ratio': 1.18, 'operating_margin_pct': 12.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 60.9}",50.88,2957741056,Industrials,Specialty Business Services,,,False,100.3,-49.3,0.0,False,81.87,140.0,50.0,15.0,buy,60.9,336.55,561.5,84.0,65.1,35.54,18.08,9.16,50.0,4.5,3.08,,,,6.0,113.0,2026-07-30,False,False,6.0,NEUTRAL,15.3,56.7,0.41,2026-04-08T11:04:43.178703,CAC40,32.7,8.0,-3.0,0.0,3.0,7.61,3.0,0.0,CONFIRMED_UPTREND
DBK.DE,DEUTSCHE BANK AG              N,48.5,⚠️ WEAK,🔴 Weak,55.0,30.0,50.0,60.0,55.0,,,,,-23.7,False,0,-9.7,False,0,"{'eps_growth_yoy': -23.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.2}","{'revenue_growth_yoy': -9.7, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -13.6, 'rs_6m': -7.5}","{'roe_pct': 8.3, 'operating_margin_pct': 23.3}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 21.5}",27.23,52814577664,Financial Services,Banks - Regional,,,False,34.26,-20.5,4.0,False,33.09,40.0,10.9,17.0,hold,21.5,,,30.9,13.5,,,3.89,22.0,1.0,2.72,,,,-15.9,20.0,2026-04-29,False,True,6.0,NEUTRAL,,,,2026-04-08T10:57:59.334116,DAX40,32.4,0.0,8.0,0.0,-3.0,2.69,1.0,0.0,CONFIRMED_UPTREND
RED.MC,"REDEIA CORPORACION, S.A.",75.4,⭐⭐⭐ EXCELLENT,🟢 Excellent,85.0,90.0,54.5,70.0,60.0,,,,,18.3,False,0,92.3,True,1,"{'eps_growth_yoy': 18.3, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 29.2}","{'revenue_growth_yoy': 92.3, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 2.1, 'rs_6m': -4.6}","{'roe_pct': 10.1, 'debt_to_equity': 1.18, 'current_ratio': 1.23, 'operating_margin_pct': 40.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 9.6}",15.07,8143949312,Utilities,Utilities - Regulated Electric,,,False,19.38,-22.2,1.0,False,16.52,19.4,13.5,22.0,buy,9.6,,,9.0,-40.3,-4.27,-0.64,5.31,88.9,0.8,5.83,False,,6.2,,21.0,2026-04-29,False,True,8.0,STRONG,5.99,7.4,5.11,2026-04-08T11:05:58.890345,IBEX35,32.2,-5.0,0.0,0.0,0.0,1.2,0.0,0.0,CONFIRMED_UPTREND
PSON.L,PEARSON PLC ORD 25P,55.6,⭐ AVERAGE,🟡 Average,50.0,50.0,54.5,75.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 9.4},{},"{'rs_3m': 0.7, 'rs_6m': -2.9}","{'roe_pct': 8.7, 'debt_to_equity': 0.41, 'current_ratio': 2.0, 'operating_margin_pct': 14.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 14.4}",1017.0,6237843456,Communication Services,Publishing,,,False,1225.336,-17.0,2.0,False,1163.91,1420.0,1000.0,11.0,buy,14.4,20.74,-98.0,5.1,-99.5,13.85,1.41,2.5,48.1,0.25,2.4,,,,-25.0,114.0,2026-07-31,False,False,7.0,NEUTRAL,7.0,38.9,,2026-04-08T11:02:19.765590,FTSE100,32.2,8.0,5.0,0.0,-3.0,1.8,0.0,0.0,CONFIRMED_UPTREND
RAND.AS,Randstad N.V.,49.6,⚠️ WEAK,🔴 Weak,68.0,30.0,30.0,65.0,60.0,,,,,,True,1,-4.4,False,0,"{'positive_quarters': 3, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 1.3}","{'revenue_growth_yoy': -4.4, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -16.2, 'rs_6m': -32.8}","{'roe_pct': 7.4, 'debt_to_equity': 0.48, 'current_ratio': 1.21, 'operating_margin_pct': 2.2}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 46.7}",23.21,4067155456,Industrials,Staffing & Employment Services,,,False,44.34,-47.7,0.0,False,34.06,60.0,21.0,18.0,hold,46.7,64.3,177.0,16.6,-28.5,18.83,4.37,7.24,97.6,1.62,4.54,True,-0.05,7.0,,14.0,2026-04-22,False,True,7.0,NEUTRAL,9.2,34.2,0.47,2026-04-08T11:06:44.083711,AEX25,31.8,8.0,-2.0,3.0,0.0,5.84,3.0,0.0,CONFIRMED_UPTREND
IMCD.AS,IMCD,56.6,⭐ AVERAGE,🟡 Average,50.0,50.0,60.5,70.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 4.5},{},"{'rs_3m': 19.5, 'rs_6m': -2.0}","{'roe_pct': 10.2, 'debt_to_equity': 0.88, 'current_ratio': 1.74, 'operating_margin_pct': 7.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 21.3}",88.8,5242115584,Basic Materials,Specialty Chemicals,,,False,126.55,-29.8,3.0,False,107.68,150.0,75.0,14.0,buy,21.3,75.65,-14.8,36.8,-58.6,5.79,5.14,2.03,58.4,1.81,1.49,,,,-37.5,22.0,2026-04-30,False,False,5.0,NEUTRAL,5.28,39.3,,2026-04-08T11:07:17.528581,AEX25,31.6,6.0,5.0,0.0,-3.0,2.66,1.0,0.0,CONFIRMED_UPTREND
TSCO.L,TESCO PLC ORD 6 1/3P,53.5,⭐ AVERAGE,🟡 Average,50.0,50.0,66.5,45.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 2.1},{},"{'rs_3m': 18.4, 'rs_6m': 8.7}","{'roe_pct': 13.7, 'debt_to_equity': 1.39, 'current_ratio': 0.6, 'operating_margin_pct': 4.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 1.6}",480.85,30560337920,Consumer Defensive,Grocery Stores,,,False,508.2,-5.4,7.0,True,488.54,545.0,430.0,13.0,buy,1.6,7.58,-98.4,2.3,-99.5,10.71,0.51,2.93,60.3,0.14,3.84,,,,-5.4,8.0,2026-04-16,False,True,7.0,NEUTRAL,7.2,13.1,,2026-04-08T11:01:31.938385,FTSE100,31.4,8.0,5.0,0.0,0.0,0.2,-3.0,0.0,CONFIRMED_UPTREND
SGSN.SW,SGS N,53.2,⭐ AVERAGE,🟡 Average,50.0,50.0,56.0,60.0,55.0,,,,,,,0,,,0,{'profit_margin_pct': 9.6},{},"{'rs_3m': -1.5, 'rs_6m': 7.2}","{'roe_pct': 76.6, 'debt_to_equity': 4.92, 'current_ratio': 1.44, 'operating_margin_pct': 15.0}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 15.0}",85.64,16539077632,Industrials,Consulting Services,,,False,97.48,-12.1,4.0,False,98.53,120.0,80.0,18.0,hold,15.0,82.9,-3.2,35.29,-58.8,4.87,4.17,3.81,92.5,3.2,3.56,,,,4.1,107.0,2026-07-24,False,False,5.0,NEUTRAL,5.58,40.9,1.9,2026-04-08T11:08:30.004817,SMI20,31.3,3.0,-2.0,0.0,1.0,1.88,0.0,0.0,CONFIRMED_UPTREND
HOLN.SW,HOLCIM N,57.5,⭐ AVERAGE,🟡 Average,60.0,50.0,56.0,65.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 83.8},{},"{'rs_3m': -6.8, 'rs_6m': 9.1}","{'roe_pct': 2.1, 'debt_to_equity': 0.57, 'current_ratio': 1.32, 'operating_margin_pct': 12.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 10.8}",70.16,38807261184,Basic Materials,Building Materials,,,False,98.46,-28.7,2.0,False,77.75,93.0,58.0,20.0,buy,10.8,49.33,-29.7,7.0,-90.0,4.78,3.35,4.61,442.9,3.1,4.03,,,,,114.0,2026-07-31,False,False,6.0,NEUTRAL,3.16,8.6,1.38,2026-04-08T11:08:33.619788,SMI20,31.0,3.0,-2.0,0.0,0.0,1.35,0.0,0.0,CONFIRMED_UPTREND
SY1.DE,Symrise AG                    I,55.9,⭐ AVERAGE,🟡 Average,50.0,50.0,60.5,65.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 5.1},{},"{'rs_3m': 11.3, 'rs_6m': -0.1}","{'roe_pct': 6.5, 'debt_to_equity': 0.7, 'current_ratio': 2.52, 'operating_margin_pct': 8.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 25.1}",74.2,10371085312,Basic Materials,Specialty Chemicals,,,False,107.2,-30.8,1.0,False,92.82,130.0,69.0,18.0,buy,25.1,24.14,-67.5,17.8,-76.0,2.21,1.64,1.68,67.4,1.25,1.07,,,,,113.0,2026-07-30,False,False,6.0,NEUTRAL,4.04,13.5,2.24,2026-04-08T10:59:45.114288,DAX40,30.4,0.0,5.0,0.0,0.0,3.14,3.0,0.0,CONFIRMED_UPTREND
REP.MC,"REPSOL,  S.A.",76.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,50.0,85.0,70.0,60.0,,,,,896.9,True,1,-1.0,True,2,"{'eps_growth_yoy': 896.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 3.9}","{'revenue_growth_yoy': -1.0, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 42.9, 'rs_6m': 53.3}","{'roe_pct': 7.4, 'debt_to_equity': 0.48, 'current_ratio': 1.54, 'operating_margin_pct': 5.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 2.2}",21.97,24248053760,Energy,Oil & Gas Integrated,,,False,24.9,-11.8,7.0,True,22.44,30.0,13.3,24.0,buy,2.2,,,16.2,-26.3,-1.0,-0.22,4.54,60.2,1.1,5.87,False,,4.1,,22.0,2026-04-30,False,False,7.0,NEUTRAL,10.12,10.4,,2026-04-08T11:05:21.846440,IBEX35,30.4,-5.0,8.0,0.0,0.0,0.28,-3.0,0.0,CONFIRMED_UPTREND
LDO.MI,LEONARDO,64.6,⭐⭐ GOOD,🟡 Good,65.0,70.0,60.5,60.0,65.0,,,,,9.2,False,0,6.5,True,2,"{'eps_growth_yoy': 9.2, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 6.3}","{'revenue_growth_yoy': 6.5, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 2.8, 'rs_6m': 5.2}","{'roe_pct': 12.7, 'debt_to_equity': 0.42, 'current_ratio': 0.97, 'operating_margin_pct': 17.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 18.9}",57.55,33205698560,Industrials,Aerospace & Defense,,,False,66.26,-13.1,6.0,False,68.42,79.5,60.0,18.0,buy,18.9,34.49,-40.1,21.2,-63.2,3.3,1.9,1.01,24.5,0.63,4.7,False,,19.4,,27.0,2026-05-05,False,False,9.0,STRONG,4.92,48.2,1.04,2026-04-08T11:09:20.356795,FTSEMIB,29.8,3.0,0.0,0.0,0.0,2.36,1.0,0.0,CONFIRMED_UPTREND
PHIA.AS,KON.PHILIPS N.V.,77.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,80.0,56.0,65.0,65.0,,,,,376.8,True,1,24.4,True,1,"{'eps_growth_yoy': 376.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 5.0}","{'revenue_growth_yoy': 24.4, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -0.2, 'rs_6m': 0.5}","{'roe_pct': 7.8, 'debt_to_equity': 0.74, 'current_ratio': 1.32, 'operating_margin_pct': 10.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 15.9}",24.12,22945089536,Healthcare,Medical Devices,,,False,27.7,-12.9,4.0,False,27.95,35.0,22.6,20.0,buy,15.9,7.01,-70.9,9.3,-61.4,1.97,0.48,3.6,91.4,0.85,2.59,False,,5.0,,28.0,2026-05-06,False,False,7.0,NEUTRAL,5.4,31.8,1.17,2026-04-08T11:06:28.527234,AEX25,29.0,0.0,-2.0,0.0,0.0,1.99,0.0,0.0,CONFIRMED_UPTREND
BAMI.MI,BANCO BPM,57.4,⭐ AVERAGE,🟡 Average,60.0,50.0,60.5,65.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 38.7},{},"{'rs_3m': 4.1, 'rs_6m': 3.3}","{'roe_pct': 13.9, 'operating_margin_pct': 21.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 6.9}",12.695,19106803712,Financial Services,Banks - Regional,,,False,13.535,-6.2,6.0,False,13.57,15.5,11.6,16.0,hold,6.9,,,41.4,226.1,,,8.3,76.8,1.0,6.34,,,,35.9,27.0,2026-05-05,False,False,3.0,NEUTRAL,,,0.11,2026-04-08T11:09:55.025230,FTSEMIB,29.0,0.0,-3.0,0.0,5.0,0.86,-3.0,0.0,CONFIRMED_UPTREND
BEI.DE,BEIERSDORF AG                 I,56.8,⭐ AVERAGE,🟡 Average,50.0,50.0,50.0,85.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 9.5},{},"{'rs_3m': -13.3, 'rs_6m': -14.3}","{'roe_pct': 11.2, 'debt_to_equity': 0.03, 'current_ratio': 1.9, 'operating_margin_pct': 11.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 28.6}",76.4,16695215104,Consumer Defensive,Household & Personal Products,,,False,127.45,-40.1,0.0,False,98.25,170.0,70.0,20.0,buy,28.6,49.51,-35.2,83.3,9.0,2.25,1.72,1.32,23.5,1.0,0.74,,,,7.8,13.0,2026-04-21,False,True,6.0,NEUTRAL,10.06,23.0,0.83,2026-04-08T10:58:44.453076,DAX40,28.7,0.0,0.0,0.0,3.0,3.58,3.0,0.0,CONFIRMED_UPTREND
VIE.PA,VEOLIA ENVIRON.,54.1,⭐ AVERAGE,🟡 Average,50.0,50.0,80.5,30.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 2.7},{},"{'rs_3m': 15.8, 'rs_6m': 21.3}","{'roe_pct': 12.2, 'debt_to_equity': 2.23, 'current_ratio': 0.86, 'operating_margin_pct': 7.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 8.2}",34.26,25063505920,Industrials,Waste Management,,,False,35.96,-4.7,6.0,False,37.06,45.3,32.5,17.0,buy,8.2,44.45,29.7,17.0,-50.4,7.14,2.45,4.48,82.3,1.5,3.47,,,,,113.0,2026-07-30,False,False,7.0,NEUTRAL,6.92,16.1,1.44,2026-04-08T11:04:00.622784,CAC40,27.6,6.0,0.0,0.0,0.0,1.02,0.0,0.0,CONFIRMED_UPTREND
SAB.MC,BANCO DE SABADELL,55.4,⭐ AVERAGE,🟡 Average,65.0,40.0,54.5,60.0,60.0,,,,,-21.1,True,1,-4.6,True,1,"{'eps_growth_yoy': -21.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 40.3}","{'revenue_growth_yoy': -4.6, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 0.4, 'rs_6m': -0.0}","{'roe_pct': 9.6, 'operating_margin_pct': 39.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 8.3}",3.197,15749456896,Financial Services,Banks - Diversified,,,False,3.484,-8.2,6.0,False,3.46,4.5,2.3,18.0,buy,8.3,,,2.5,-21.8,,,6.66,105.8,0.2,5.54,,,,-0.6,27.0,2026-05-05,False,False,3.0,NEUTRAL,,,,2026-04-08T11:06:13.714636,IBEX35,27.2,0.0,-2.0,0.0,0.0,1.04,0.0,0.0,CONFIRMED_UPTREND
ERF.PA,EUROFINS SCIENT.,55.4,⭐ AVERAGE,🟡 Average,50.0,50.0,60.5,65.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 6.5},{},"{'rs_3m': 1.1, 'rs_6m': 8.2}","{'roe_pct': 9.5, 'debt_to_equity': 0.97, 'current_ratio': 1.09, 'operating_margin_pct': 13.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 7.9}",66.58,11652254720,Healthcare,Diagnostics & Research,,,False,74.32,-10.4,6.0,False,71.85,93.0,48.0,14.0,buy,7.9,114.71,72.3,73.69,10.7,4.23,2.81,0.9,23.5,0.6,0.48,,,,20.2,104.0,2026-07-21,False,False,7.0,NEUTRAL,5.35,27.2,0.5,2026-04-08T11:04:36.115861,CAC40,27.2,3.0,0.0,0.0,5.0,0.99,-3.0,0.0,CONFIRMED_UPTREND
BN.PA,DANONE,51.8,⭐ AVERAGE,🟡 Average,50.0,50.0,50.0,55.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 6.7},{},"{'rs_3m': -4.7, 'rs_6m': -3.2}","{'roe_pct': 10.8, 'debt_to_equity': 0.89, 'current_ratio': 0.91, 'operating_margin_pct': 13.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 14.5}",69.2,44299968512,Consumer Defensive,Packaged Foods,,,False,80.14,-13.7,2.0,False,79.27,95.0,65.0,22.0,buy,14.5,57.26,-17.3,28.2,-59.2,5.62,3.89,3.25,76.2,2.25,3.38,,,,-1.8,112.0,2026-07-29,False,False,7.0,NEUTRAL,5.73,47.1,,2026-04-08T11:02:49.832560,CAC40,26.7,6.0,0.0,0.0,0.0,1.81,0.0,0.0,CONFIRMED_UPTREND
